cliente_id,eta,anni_fedelta,distanza_pdv_km,formato_pdv,canale,uso_app,n_visite_mese,scontrino_medio,spesa_media_mensile,n_categorie,recency_giorni,pct_promozioni,reclami_12m,quota_freschi,quota_mdd,sensibilita_volantino,reparto_preferito,idx_zona_meteo,giorno_iscrizione_carta,punteggio_sondaggio,churn,spesa_prevista_12m
CN001567,58,7,5.3,Conad,negozio,1,10,10.28,99.9,3,7,0.171,0,0.473,0.08,0.16,surgelati,17.8,8,7,0,2457.43
CN001568,46,7,0.4,Conad,negozio,0,4,25.51,103.14,4,8,0.577,1,0.749,0.533,0.782,cura_casa,19.8,4,6,0,2197.74
CN001569,43,4,3.2,Conad Superstore,negozio,1,4,49.84,191.79,1,12,0.168,1,0.594,0.138,0.102,gastronomia,9.7,2,10,1,1998.59
CN001570,61,7,0.9,Conad,misto,1,7,13.61,91.3,2,8,0.104,0,0.491,0.21,0.161,cura_casa,21.9,3,10,0,1882.68
CN001571,68,8,8.1,Conad City,negozio,0,3,13.11,37.36,3,15,0.186,0,0.613,0.22,0.24,cura_casa,17.6,25,5,1,1042.76
CN001572,60,6,1.7,Conad City,negozio,0,7,18.94,129.05,3,8,0.41,0,0.587,0.49,0.61,surgelati,13.8,19,1,0,2046.45
CN001573,35,0,4.5,Conad,negozio,0,2,24.08,49.48,1,41,0.172,0,0.587,0.253,0.199,pescheria,16.7,16,0,1,515.28
CN001574,54,10,0.8,Conad Superstore,negozio,1,14,32.02,402.31,9,1,0.588,0,0.628,0.713,0.942,ortofrutta,12.0,3,10,0,12855.29
CN001575,36,2,0.5,Conad,negozio,0,3,8.47,21.97,1,8,0.439,0,0.524,0.497,0.611,cura_casa,18.9,22,10,0,907.46
CN001576,43,0,5.7,Conad,negozio,1,4,20.21,87.54,3,13,0.182,0,0.525,0.229,0.215,cura_persona,16.6,9,8,0,1591.21
CN001577,73,8,2.4,Conad City,negozio,1,6,23.67,164.93,4,5,0.625,0,0.59,0.702,0.787,dispensa,15.5,15,0,0,3092.38
CN001578,30,0,2.4,Conad City,misto,0,4,28.47,111.7,6,16,0.388,0,0.549,0.358,0.443,ortofrutta,15.8,17,0,0,1331.03
CN001579,81,10,2.7,Conad,negozio,0,11,6.15,67.91,5,11,0.301,0,0.418,0.252,0.355,dispensa,28.1,8,1,0,2258.71
CN001580,56,3,1.8,Conad City,negozio,0,5,27.07,134.04,9,20,0.557,0,0.559,0.527,0.744,macelleria,20.2,26,2,0,2650.29
CN001581,41,0,3.2,Conad City,negozio,0,1,29.46,28.95,1,68,0.088,0,0.539,0.0,0.036,ortofrutta,15.1,13,10,1,230.83
CN001582,49,7,1.4,Conad City,negozio,1,4,25.23,111.35,3,14,0.463,0,0.698,0.53,0.688,macelleria,13.0,7,4,0,2222.09
CN001583,38,0,1.2,Conad Superstore,online,1,4,32.28,122.48,1,40,0.293,0,0.705,0.31,0.265,pescheria,17.1,17,9,1,1097.76
CN001584,40,2,10.8,Conad City,online,1,7,22.38,170.98,4,2,0.247,0,0.471,0.265,0.303,surgelati,12.9,19,3,0,2538.84
CN001585,49,5,0.2,Conad City,online,0,5,23.1,109.73,1,5,0.752,1,0.419,0.79,0.863,cura_casa,8.4,3,8,0,1315.19
CN001586,43,7,0.8,Conad,misto,1,3,10.15,29.47,1,7,0.231,0,0.434,0.277,0.407,pescheria,13.7,22,4,0,1282.87
CN001587,34,0,0.3,Conad,negozio,0,1,5.0,5.0,2,69,0.65,0,0.335,0.561,0.823,dispensa,16.3,12,6,1,207.28
CN001588,45,2,1.6,Conad,negozio,0,1,24.91,21.76,4,23,0.359,0,0.662,0.53,0.512,dispensa,16.0,1,1,0,965.48
CN001589,28,5,12.7,Conad,online,1,6,13.58,83.65,4,5,0.508,0,0.599,0.468,0.562,surgelati,11.5,10,5,1,2393.96
CN001590,29,9,0.9,Conad,online,1,32,28.97,975.65,20,1,0.312,0,0.613,0.395,0.431,gastronomia,11.1,14,3,0,18000.0
CN001591,29,4,1.8,Conad,online,1,5,9.59,43.13,2,14,0.26,0,0.579,0.243,0.306,surgelati,13.5,27,3,0,1435.28
CN001592,73,12,4.9,Conad Superstore,misto,1,4,16.92,69.25,4,10,0.688,1,0.576,0.794,0.778,dispensa,15.0,27,0,0,2962.13
CN001593,54,7,2.5,Conad City,negozio,1,7,20.61,139.77,5,14,0.519,0,0.52,0.603,0.832,bio_benessere,8.6,22,7,0,3588.82
CN001594,57,3,2.0,Conad,negozio,0,4,9.7,38.02,2,35,0.177,0,0.551,0.273,0.267,gastronomia,34.9,8,10,1,644.54
CN001595,48,7,0.5,Conad,misto,1,11,31.77,336.81,8,8,0.159,0,0.585,0.166,0.265,cura_persona,21.4,7,3,0,6429.88
CN001596,56,1,1.1,Conad,negozio,0,3,23.42,71.19,2,15,0.148,0,0.595,0.217,0.274,macelleria,15.8,2,9,0,960.4
CN001597,66,6,6.1,Conad,negozio,1,3,21.41,63.49,3,39,0.581,1,0.649,0.595,0.803,gastronomia,15.1,12,5,1,831.76
CN001598,54,0,5.2,Conad,negozio,0,2,32.43,64.59,5,33,0.636,1,0.5,0.593,0.786,cura_persona,8.6,19,10,1,859.7
CN001599,73,9,6.7,Conad City,negozio,1,6,33.63,212.26,8,6,0.502,0,0.592,0.612,0.662,bio_benessere,10.6,14,2,0,5864.0
CN001600,47,5,12.0,Conad,negozio,0,3,5.0,15.76,1,24,0.119,0,0.45,0.117,0.141,cura_casa,18.6,15,10,1,529.41
CN001601,57,7,0.2,Conad,negozio,0,2,34.77,63.02,5,28,0.491,0,0.573,0.668,0.785,dispensa,17.5,26,0,0,2923.42
CN001602,59,5,8.6,Conad,negozio,0,2,35.27,76.91,7,9,0.639,0,0.665,0.7,0.891,pescheria,17.3,5,2,0,2776.98
CN001603,34,0,4.2,Conad City,negozio,1,3,26.7,88.7,1,20,0.375,0,0.486,0.431,0.552,ortofrutta,16.1,28,9,1,896.92
CN001604,49,3,3.0,Conad,negozio,0,4,12.9,48.86,1,17,0.706,2,0.516,0.674,0.831,dispensa,13.8,18,9,1,664.87
CN001605,20,0,3.1,Conad,online,1,3,17.98,45.23,1,20,0.069,0,0.553,0.192,0.19,bio_benessere,24.0,19,10,0,541.39
CN001606,46,1,0.4,Conad,negozio,0,1,36.14,32.18,4,45,0.495,0,0.699,0.459,0.804,macelleria,7.7,2,1,0,744.56
CN001607,44,1,1.6,Conad,negozio,0,1,29.79,30.91,3,14,0.206,0,0.631,0.177,0.272,gastronomia,13.4,26,7,1,1104.23
CN001608,43,0,1.8,Conad City,negozio,0,5,22.16,106.15,4,17,0.636,0,0.534,0.659,0.781,dispensa,21.8,7,10,0,1946.62
CN001609,42,2,1.4,Conad Superstore,negozio,1,5,35.86,186.86,3,6,0.476,2,0.636,0.482,0.632,cura_casa,13.7,14,9,1,2277.97
CN001610,56,6,12.8,Conad City,online,0,4,24.0,114.63,3,13,0.76,1,0.62,0.696,0.963,gastronomia,19.3,21,9,0,1277.11
CN001611,35,0,4.9,Conad,negozio,0,2,32.96,59.52,3,28,0.388,0,0.569,0.424,0.615,surgelati,16.2,17,5,1,775.18
CN001612,76,6,7.7,Conad Superstore,negozio,0,3,31.98,94.31,6,15,0.299,1,0.67,0.337,0.425,macelleria,16.7,21,5,0,1460.39
CN001613,57,9,7.3,Conad City,misto,1,11,29.92,376.0,3,2,0.279,0,0.585,0.334,0.301,gastronomia,18.9,12,3,0,4169.62
CN001614,36,1,4.1,Conad,negozio,0,1,30.29,28.77,2,45,0.3,0,0.501,0.374,0.439,surgelati,26.4,3,5,1,539.0
CN001615,58,9,0.8,Conad,negozio,0,6,16.61,85.67,6,11,0.266,0,0.527,0.268,0.274,surgelati,21.4,8,3,0,2751.76
CN001616,63,8,1.3,Conad Superstore,negozio,1,4,45.82,183.96,3,12,0.679,1,0.667,0.639,0.926,macelleria,18.3,10,5,0,5182.21
CN001617,54,7,1.8,Conad Superstore,misto,1,10,83.03,972.94,6,7,0.619,0,0.882,0.672,0.811,gastronomia,18.6,21,10,0,16167.72
CN001618,33,1,1.5,Conad,negozio,0,3,5.0,16.24,5,10,0.103,0,0.417,0.233,0.105,cura_persona,12.4,18,8,0,1197.29
CN001619,82,10,3.6,Conad,negozio,0,1,29.11,26.04,1,10,0.29,0,0.525,0.419,0.549,ortofrutta,7.9,15,7,0,1211.14
CN001620,58,5,3.8,Conad,negozio,0,1,5.4,5.0,1,10,0.357,1,0.433,0.377,0.624,dispensa,9.6,24,1,0,478.43
CN001621,29,3,18.0,Conad City,misto,1,2,28.48,47.32,2,17,0.262,0,0.584,0.251,0.242,surgelati,8.7,4,8,1,945.89
CN001622,51,6,0.2,Conad City,negozio,1,3,23.81,74.76,6,22,0.461,0,0.532,0.517,0.652,cura_persona,9.2,27,0,0,2836.44
CN001623,45,1,0.5,Conad Superstore,negozio,0,2,42.16,91.12,1,153,0.594,0,0.738,0.648,0.788,gastronomia,17.8,26,7,1,187.61
CN001624,48,6,3.0,Conad City,online,1,8,37.71,305.51,6,7,0.572,0,0.734,0.66,0.802,macelleria,5.6,4,4,0,5889.63
CN001625,30,3,29.2,Conad City,negozio,1,2,28.91,54.48,4,3,0.682,0,0.532,0.664,0.916,bio_benessere,16.7,3,4,0,981.39
CN001626,49,0,13.8,Conad City,online,1,4,26.62,108.2,4,44,0.302,0,0.719,0.323,0.27,gastronomia,16.9,25,4,1,867.22
CN001627,36,1,0.4,Conad Superstore,misto,0,4,5.0,17.23,2,19,0.327,1,0.574,0.363,0.473,macelleria,15.4,9,7,0,1117.27
CN001628,43,3,1.0,Conad City,negozio,1,6,40.6,234.34,8,5,0.248,0,0.647,0.294,0.224,bio_benessere,12.8,12,9,0,5234.06
CN001629,54,0,0.4,Conad,negozio,0,1,30.72,32.45,4,16,0.464,0,0.627,0.473,0.615,dispensa,15.9,8,1,0,1411.17
CN001630,41,3,0.6,Conad Superstore,negozio,0,3,40.81,130.3,5,34,0.437,0,0.614,0.443,0.681,ortofrutta,17.7,22,4,0,1570.54
CN001631,44,3,3.9,Conad,misto,1,1,12.8,13.2,1,38,0.564,0,0.456,0.667,0.752,cura_casa,5.2,28,5,1,513.31
CN001632,60,4,0.5,Conad,negozio,0,3,15.05,37.67,2,25,0.658,0,0.553,0.648,0.853,dispensa,24.7,18,5,0,1049.46
CN001633,35,2,1.1,Conad,negozio,1,3,29.53,78.05,2,40,0.521,0,0.535,0.493,0.694,gastronomia,10.4,26,0,0,1100.28
CN001634,38,2,4.8,Conad City,negozio,1,1,23.53,22.18,2,13,0.246,0,0.431,0.257,0.21,bio_benessere,10.5,12,2,0,973.15
CN001635,29,5,1.3,Conad,misto,1,11,33.32,405.76,6,9,0.212,0,0.606,0.148,0.199,dispensa,19.5,9,7,0,6467.12
CN001636,36,4,0.5,Conad Superstore,online,0,9,45.7,396.11,10,11,0.469,1,0.646,0.55,0.632,gastronomia,15.2,5,6,1,8471.12
CN001637,50,3,5.5,Conad,negozio,1,3,5.0,14.69,1,10,0.624,1,0.485,0.751,0.812,dispensa,11.1,26,3,0,839.16
CN001638,58,1,3.9,Conad,negozio,0,3,36.68,113.83,4,75,0.34,0,0.61,0.411,0.45,cura_persona,22.0,10,0,1,412.77
CN001639,36,7,2.0,Conad,negozio,1,5,40.83,202.2,5,15,0.109,0,0.564,0.109,0.095,macelleria,14.9,1,4,0,3309.56
CN001640,57,8,1.3,Conad,negozio,0,5,24.83,123.62,3,17,0.794,1,0.519,0.791,0.935,dispensa,15.2,1,1,0,1587.77
CN001641,50,5,1.4,Conad Superstore,online,1,3,13.81,37.78,1,6,0.403,0,0.63,0.558,0.629,dispensa,10.2,28,0,0,1154.69
CN001642,27,1,7.8,Conad,online,1,8,44.11,328.57,5,4,0.431,0,0.532,0.367,0.599,surgelati,12.9,20,9,0,3925.89
CN001643,51,3,1.0,Conad,negozio,0,1,5.32,5.39,1,15,0.21,0,0.455,0.247,0.275,surgelati,14.2,6,10,1,539.93
CN001644,66,0,3.9,Conad City,negozio,0,1,28.71,33.42,2,73,0.352,0,0.488,0.454,0.558,cura_casa,10.0,16,1,1,294.35
CN001645,20,0,4.9,Conad,negozio,1,1,5.99,5.49,1,18,0.472,0,0.518,0.549,0.732,macelleria,7.4,5,1,1,600.51
CN001646,78,9,2.0,Conad,misto,0,4,25.7,99.42,9,17,0.478,0,0.657,0.639,0.689,surgelati,17.2,11,0,0,3023.03
CN001647,39,1,1.9,Conad,negozio,0,5,22.24,114.19,5,9,0.256,1,0.532,0.217,0.201,surgelati,12.4,2,8,1,1914.25
CN001648,23,0,6.3,Conad,negozio,1,2,34.19,80.19,4,16,0.329,0,0.647,0.36,0.453,surgelati,18.3,3,3,0,1655.31
CN001649,50,3,0.6,Conad City,negozio,0,1,16.19,17.64,2,26,0.274,0,0.373,0.214,0.309,bio_benessere,23.4,10,1,1,692.43
CN001650,60,2,2.5,Conad Superstore,negozio,1,1,25.71,22.57,4,21,0.708,0,0.797,0.706,0.935,surgelati,5.9,2,1,0,1852.28
CN001651,44,2,3.4,Conad,negozio,0,5,18.34,87.64,6,59,0.52,0,0.544,0.581,0.822,dispensa,14.7,22,2,1,639.44
CN001652,53,7,3.6,Conad Superstore,negozio,1,4,52.0,196.71,4,7,0.233,0,0.862,0.334,0.305,ortofrutta,10.4,23,3,0,4947.64
CN001653,80,9,9.5,Conad City,negozio,0,1,23.59,20.97,4,36,0.14,0,0.552,0.153,0.177,bio_benessere,8.3,6,9,1,1014.86
CN001654,51,2,2.1,Conad,misto,1,4,13.78,54.76,1,24,0.378,0,0.602,0.417,0.64,dispensa,7.0,10,6,0,953.12
CN001655,90,11,5.8,Conad,negozio,0,1,16.67,19.37,4,19,0.272,0,0.726,0.4,0.326,gastronomia,11.3,15,3,0,1616.34
CN001656,67,7,2.1,Conad,negozio,0,5,8.86,44.88,2,9,0.347,0,0.555,0.301,0.355,gastronomia,11.2,2,4,0,1846.41
CN001657,49,4,1.0,Conad City,negozio,0,6,25.1,153.74,4,11,0.15,0,0.518,0.187,0.132,bio_benessere,18.2,26,6,0,2022.67
CN001658,52,5,2.5,Conad Superstore,negozio,1,7,8.39,52.56,3,11,0.22,0,0.514,0.254,0.166,cura_persona,10.1,2,9,0,2065.5
CN001659,43,7,0.9,Conad City,misto,0,5,27.58,151.7,4,11,0.444,0,0.642,0.426,0.587,surgelati,25.4,10,5,0,2596.91
CN001660,52,2,1.8,Conad City,negozio,1,9,23.65,220.34,4,19,0.383,0,0.435,0.334,0.406,cura_persona,11.1,16,3,0,3229.58
CN001661,56,4,3.2,Conad Superstore,negozio,0,1,63.57,65.57,4,20,0.866,1,0.841,0.9,0.977,macelleria,21.3,9,1,1,2896.25
CN001662,42,1,7.7,Conad,negozio,0,1,14.6,15.93,2,22,0.422,0,0.515,0.483,0.63,dispensa,21.9,20,5,1,554.35
CN001663,27,0,0.5,Conad Superstore,negozio,0,4,37.7,141.81,4,15,0.08,0,0.607,0.157,0.095,bio_benessere,10.8,16,2,1,2081.8
CN001664,68,10,5.4,Conad Superstore,online,1,13,62.01,697.78,20,4,0.052,0,0.778,0.076,0.129,gastronomia,16.7,18,2,0,18000.0
CN001665,63,0,4.3,Conad,negozio,1,5,28.17,144.15,5,34,0.374,0,0.69,0.44,0.69,gastronomia,27.5,2,8,0,1321.61
CN001666,27,0,0.2,Conad Superstore,negozio,0,1,25.38,24.8,1,33,0.245,0,0.652,0.299,0.397,ortofrutta,12.4,11,2,0,520.66
CN001667,51,2,3.6,Conad City,misto,1,6,25.88,149.11,1,20,0.614,0,0.484,0.71,0.929,gastronomia,23.7,22,1,0,1489.03
CN001668,63,8,7.6,Conad Superstore,negozio,0,2,29.45,68.73,2,7,0.435,0,0.603,0.433,0.576,dispensa,13.6,17,7,0,1788.78
CN001669,62,7,8.3,Conad,negozio,0,4,34.59,154.38,1,4,0.114,0,0.546,0.043,0.062,bio_benessere,10.6,16,2,0,2072.21
CN001670,38,3,6.5,Conad Superstore,online,1,3,18.3,56.19,2,13,0.064,0,0.665,0.26,0.19,ortofrutta,17.5,19,3,0,1140.08
CN001671,63,5,1.3,Conad,negozio,0,3,31.38,85.11,3,24,0.164,0,0.451,0.257,0.274,bio_benessere,16.3,13,9,0,1393.01
CN001672,48,5,0.4,Conad,misto,0,7,10.62,108.48,1,13,0.419,0,0.511,0.446,0.632,dispensa,7.6,19,3,0,1506.37
CN001673,54,8,2.1,Conad Superstore,misto,1,15,34.11,536.75,14,3,0.149,0,0.56,0.099,0.183,macelleria,7.1,6,3,0,18000.0
CN001674,34,6,4.3,Conad City,misto,1,5,22.87,113.9,4,2,0.399,0,0.48,0.419,0.642,bio_benessere,23.1,22,9,0,2388.5
CN001675,18,0,0.2,Conad,negozio,1,3,24.66,69.49,2,8,0.2,0,0.471,0.212,0.146,surgelati,7.3,4,3,0,1210.17
CN001676,36,1,2.5,Conad Superstore,negozio,1,3,15.15,44.39,1,14,0.292,1,0.619,0.341,0.522,gastronomia,20.5,12,8,1,719.71
CN001677,56,7,0.2,Conad Superstore,online,0,4,55.02,200.6,3,11,0.592,0,0.788,0.518,0.693,macelleria,17.0,6,9,0,2796.9
CN001678,45,4,1.4,Conad,negozio,1,2,28.59,50.71,3,14,0.69,0,0.71,0.732,0.91,dispensa,20.1,10,2,0,1529.96
CN001679,58,1,6.9,Conad,negozio,0,3,17.42,51.16,3,24,0.326,0,0.476,0.426,0.523,surgelati,16.3,6,2,0,731.6
CN001680,65,10,1.7,Conad City,misto,1,3,26.68,88.4,4,5,0.201,0,0.6,0.308,0.274,bio_benessere,16.7,20,5,0,2390.05
CN001681,43,3,1.9,Conad,negozio,0,6,11.94,71.07,4,9,0.642,1,0.478,0.714,0.907,dispensa,11.8,27,4,0,1913.2
CN001682,42,0,4.5,Conad Superstore,negozio,0,6,21.32,97.56,5,12,0.204,0,0.7,0.34,0.443,dispensa,18.0,10,10,0,1794.0
CN001683,18,0,0.2,Conad City,negozio,0,1,9.19,10.79,1,29,0.505,1,0.467,0.58,0.764,cura_persona,19.5,3,3,1,365.04
CN001684,25,0,2.5,Conad City,misto,0,7,39.08,237.22,6,13,0.273,0,0.68,0.193,0.258,gastronomia,18.2,28,2,0,3516.59
CN001685,28,0,1.8,Conad City,negozio,0,1,17.26,15.74,2,116,0.361,0,0.589,0.431,0.491,cura_casa,15.1,17,2,1,176.56
CN001686,56,4,0.2,Conad,negozio,0,2,28.42,62.59,4,25,0.249,0,0.598,0.23,0.27,surgelati,18.3,23,7,1,1103.88
CN001687,43,2,3.1,Conad,negozio,0,6,15.75,100.4,2,29,0.36,0,0.573,0.417,0.535,cura_casa,23.6,21,8,1,1048.08
CN001688,40,2,2.9,Conad City,misto,1,2,20.58,46.98,3,6,0.598,1,0.639,0.536,0.795,cura_casa,10.5,16,5,0,1423.81
CN001689,38,8,5.9,Conad,misto,1,4,29.46,127.37,4,3,0.306,0,0.683,0.274,0.4,gastronomia,13.5,2,7,0,3915.96
CN001690,36,3,4.0,Conad City,misto,1,6,39.91,261.99,2,35,0.297,0,0.568,0.398,0.361,surgelati,21.1,2,3,1,2655.36
CN001691,62,9,9.5,Conad Superstore,online,0,7,36.4,236.29,2,5,0.309,2,0.607,0.54,0.5,dispensa,15.5,12,7,1,2408.25
CN001692,49,6,2.0,Conad,online,1,7,10.77,71.06,1,9,0.219,1,0.424,0.269,0.169,bio_benessere,6.4,25,7,1,1109.58
CN001693,63,12,3.8,Conad,negozio,0,6,14.18,87.53,3,5,0.146,0,0.396,0.239,0.085,dispensa,9.9,3,8,0,1969.91
CN001694,18,0,3.9,Conad Superstore,online,1,5,35.55,170.74,7,4,0.498,0,0.665,0.47,0.618,ortofrutta,14.1,16,8,0,4925.37
CN001695,56,6,5.4,Conad City,misto,0,5,5.0,25.44,2,27,0.257,0,0.461,0.357,0.425,bio_benessere,22.9,22,0,0,1224.21
CN001696,41,0,2.3,Conad Superstore,negozio,1,7,39.61,314.74,2,58,0.328,0,0.774,0.346,0.388,surgelati,19.1,9,0,0,922.03
CN001697,44,4,0.4,Conad City,misto,1,6,28.33,183.61,2,11,0.545,0,0.526,0.507,0.82,macelleria,12.5,15,1,0,1508.53
CN001698,68,7,2.1,Conad,negozio,0,5,48.92,279.65,10,20,0.443,0,0.819,0.492,0.74,ortofrutta,19.7,26,2,0,5619.5
CN001699,42,2,0.2,Conad City,misto,1,9,5.0,44.27,4,8,0.413,0,0.429,0.256,0.497,cura_casa,24.5,2,5,0,2006.65
CN001700,55,3,0.2,Conad Superstore,negozio,0,3,45.0,132.9,4,13,0.062,0,0.76,0.107,0.135,pescheria,9.5,25,2,1,2407.66
CN001701,33,2,4.5,Conad,negozio,0,2,9.85,21.64,7,16,0.253,0,0.455,0.328,0.312,macelleria,18.6,15,2,0,1512.8
CN001702,49,9,4.9,Conad City,online,1,8,18.49,116.28,4,2,0.483,0,0.43,0.574,0.702,gastronomia,17.1,12,2,0,3480.65
CN001703,24,0,3.5,Conad,negozio,0,1,29.5,33.2,3,23,0.387,1,0.647,0.432,0.436,ortofrutta,20.2,16,7,1,637.24
CN001704,47,7,1.1,Conad Superstore,negozio,1,3,15.15,44.18,1,5,0.331,0,0.44,0.211,0.218,cura_casa,10.9,9,10,0,1661.27
CN001705,54,8,0.2,Conad City,negozio,1,6,31.74,182.08,7,13,0.193,0,0.597,0.222,0.222,cura_persona,14.8,5,2,0,4226.29
CN001706,65,0,1.1,Conad,negozio,0,1,46.92,42.88,2,37,0.514,0,0.562,0.53,0.785,pescheria,17.1,20,6,1,697.68
CN001707,36,0,3.5,Conad City,negozio,1,4,15.48,63.42,2,20,0.329,1,0.518,0.395,0.427,cura_casa,11.6,2,3,0,702.02
CN001708,40,2,1.3,Conad City,negozio,0,1,26.94,29.07,2,15,0.573,0,0.623,0.557,0.835,pescheria,10.8,20,6,0,1109.21
CN001709,38,1,1.0,Conad Superstore,misto,1,5,40.21,205.51,8,7,0.51,1,0.654,0.549,0.819,cura_casa,3.4,24,4,0,4426.28
CN001710,44,3,2.5,Conad,negozio,0,8,31.95,221.65,1,38,0.324,0,0.725,0.315,0.357,ortofrutta,11.2,16,7,1,1525.7
CN001711,34,0,4.3,Conad City,negozio,1,7,5.0,40.05,3,36,0.544,0,0.689,0.576,0.825,dispensa,13.8,9,5,0,921.56
CN001712,18,0,4.5,Conad Superstore,negozio,0,1,7.45,6.22,1,60,0.441,0,0.473,0.463,0.662,cura_casa,13.0,27,9,1,192.66
CN001713,32,5,2.0,Conad Superstore,misto,0,6,47.95,302.18,5,3,0.386,0,0.781,0.422,0.559,macelleria,9.5,8,9,0,5433.31
CN001714,47,6,1.9,Conad Superstore,negozio,0,5,37.16,171.66,2,10,0.122,0,0.577,0.083,0.062,macelleria,19.7,10,10,0,3098.44
CN001715,46,5,0.5,Conad City,negozio,0,3,5.0,13.93,1,10,0.153,0,0.459,0.226,0.165,cura_persona,16.8,27,10,1,999.85
CN001716,56,3,1.5,Conad,negozio,0,3,19.78,49.25,2,34,0.159,0,0.651,0.204,0.231,ortofrutta,18.9,21,10,1,852.66
CN001717,61,3,5.7,Conad Superstore,negozio,0,2,30.62,52.87,1,12,0.246,0,0.706,0.489,0.371,macelleria,17.8,18,2,0,1115.52
CN001718,41,9,3.0,Conad City,online,1,8,25.36,234.72,4,2,0.352,0,0.443,0.429,0.52,dispensa,14.9,9,9,0,4334.62
CN001719,24,0,8.8,Conad,negozio,0,2,26.83,53.58,1,69,0.367,0,0.54,0.511,0.548,bio_benessere,23.1,15,4,1,326.04
CN001720,54,8,8.0,Conad Superstore,misto,0,2,18.32,36.24,1,14,0.329,1,0.551,0.52,0.557,pescheria,17.7,1,5,1,581.45
CN001721,48,2,2.0,Conad City,negozio,0,1,27.24,27.28,1,46,0.246,0,0.619,0.288,0.261,gastronomia,15.7,24,0,1,353.52
CN001722,44,0,7.4,Conad,negozio,0,7,15.23,115.9,7,9,0.53,0,0.495,0.556,0.697,ortofrutta,19.1,5,6,0,2258.92
CN001723,66,6,0.7,Conad Superstore,negozio,0,1,34.31,34.38,2,19,0.686,0,0.644,0.733,0.92,cura_casa,11.0,23,3,0,1200.1
CN001724,55,3,1.0,Conad,negozio,0,6,45.28,277.27,3,29,0.286,1,0.769,0.25,0.417,macelleria,15.2,18,10,1,1813.75
CN001725,50,2,2.8,Conad Superstore,negozio,0,2,49.12,100.1,6,11,0.177,0,0.876,0.301,0.299,pescheria,18.0,13,0,0,2694.01
CN001726,50,0,2.2,Conad Superstore,negozio,0,2,28.46,56.22,6,72,0.174,0,0.597,0.351,0.251,macelleria,12.6,12,0,1,582.98
CN001727,61,7,4.8,Conad Superstore,negozio,0,3,23.88,68.43,5,13,0.405,1,0.703,0.447,0.467,macelleria,15.1,10,0,0,1943.48
CN001728,38,4,1.0,Conad,negozio,0,4,22.15,94.91,4,20,0.325,0,0.622,0.24,0.315,macelleria,13.5,26,7,0,2156.6
CN001729,35,1,7.4,Conad City,negozio,0,1,22.77,21.31,1,17,0.16,0,0.496,0.07,0.171,cura_persona,19.0,3,2,1,698.91
CN001730,44,12,3.0,Conad,online,1,9,25.49,256.74,6,7,0.059,0,0.609,0.151,0.145,gastronomia,24.2,10,8,0,5417.28
CN001731,30,0,1.4,Conad Superstore,negozio,0,4,36.89,162.5,2,16,0.578,1,0.644,0.541,0.831,dispensa,7.0,21,7,0,1400.69
CN001732,47,4,0.2,Conad City,misto,1,5,14.16,78.11,3,14,0.712,1,0.506,0.621,0.805,bio_benessere,10.6,7,9,0,1262.61
CN001733,49,2,9.4,Conad City,negozio,0,3,5.0,13.6,3,20,0.737,1,0.537,0.703,0.887,cura_casa,11.1,28,5,0,636.52
CN001734,47,8,1.9,Conad,negozio,0,4,15.08,67.77,1,22,0.459,0,0.443,0.609,0.529,bio_benessere,15.9,20,5,0,982.95
CN001735,43,5,1.3,Conad,negozio,1,11,24.82,297.08,8,11,0.267,0,0.585,0.246,0.198,cura_casa,14.1,28,6,0,5331.17
CN001736,73,19,1.9,Conad Superstore,online,1,6,58.32,300.85,5,4,0.375,0,0.805,0.304,0.384,ortofrutta,14.0,12,0,0,8988.3
CN001737,62,12,0.6,Conad Superstore,negozio,0,9,16.0,137.01,9,6,0.094,0,0.586,0.207,0.18,macelleria,9.5,5,9,0,5115.82
CN001738,47,5,8.9,Conad City,misto,1,6,24.72,180.3,5,4,0.051,0,0.541,0.132,0.182,pescheria,15.4,18,2,0,3472.31
CN001739,49,11,4.0,Conad City,negozio,1,4,12.57,49.19,5,2,0.58,0,0.414,0.355,0.715,pescheria,12.0,19,2,0,2060.98
CN001740,69,9,0.2,Conad Superstore,negozio,0,9,42.72,448.96,16,5,0.457,0,0.702,0.516,0.634,macelleria,13.4,14,6,0,18000.0
CN001741,39,6,0.2,Conad City,negozio,1,10,19.73,219.63,2,4,0.744,1,0.492,0.831,0.904,dispensa,19.7,27,10,0,3078.1
CN001742,34,3,9.8,Conad City,misto,1,4,36.5,135.51,13,11,0.324,0,0.688,0.451,0.463,cura_casa,3.8,10,0,0,5283.25
CN001743,51,6,1.5,Conad,negozio,0,2,27.64,58.18,1,22,0.211,0,0.533,0.166,0.098,cura_casa,20.9,9,10,0,976.97
CN001744,54,7,26.0,Conad City,negozio,1,2,8.38,16.61,1,17,0.322,0,0.414,0.293,0.472,surgelati,17.9,21,5,1,661.86
CN001745,55,4,0.5,Conad,negozio,0,1,30.18,25.62,1,45,0.353,0,0.577,0.31,0.373,ortofrutta,18.5,24,4,1,618.31
CN001746,60,8,10.5,Conad City,negozio,0,6,9.48,54.44,2,9,0.31,0,0.544,0.326,0.374,cura_casa,11.7,20,7,0,1438.04
CN001747,37,0,1.7,Conad,negozio,0,5,22.11,121.49,1,22,0.407,0,0.528,0.282,0.593,cura_persona,7.7,16,4,0,895.22
